Date,Asset,Platform,WellID,GrossProduction_boepd,NetProduction_boepd,Gas_mscfd,Oil_bopd,Uptime_pct,Status
2025-07-08,Block A,Alpha,A-01,1770.5,507.6,7663.7,449.2,94.3,Online
2025-10-29,Block A,Bravo,B-01,1996.8,572.5,8187.8,585.1,99.6,Online
2025-02-25,Block A,Alpha,A-04,1938.9,555.9,7401.9,662.7,93.2,Online
2025-05-01,Tuna,Tuna-FPSO,T-03,267.6,133.8,1011.2,93.3,94.2,Online
2025-07-28,Block A,Bravo,B-03,2142.4,614.2,8380.3,697.5,97.9,Online
2025-08-13,Block A,Alpha,A-02,2099.2,601.8,8745.0,591.4,97.0,Online
2025-04-13,Block A,Alpha,A-04,1972.6,565.5,7475.2,683.8,96.8,Online
2025-04-15,Block A,Bravo,B-03,2044.6,586.2,8292.0,614.9,99.9,Online
2025-02-02,Block A,Alpha,A-04,1968.7,564.4,7869.6,611.9,96.8,Online
2025-12-13,Block A,Bravo,B-01,1582.3,453.6,6672.3,431.9,97.5,Online
2025-05-17,Tuna,Tuna-FPSO,T-02,271.0,135.5,1056.0,88.9,97.1,Online
2025-07-13,Tuna,Tuna-FPSO,T-02,272.2,136.1,1037.2,93.4,93.5,Online
2025-06-06,Block A,Bravo,B-02,1932.2,554.0,7926.0,565.6,98.5,Online
2025-10-06,Tuna,Tuna-FPSO,T-03,281.7,140.8,1095.8,92.8,95.7,Online
2025-12-15,Block A,Alpha,A-01,1946.9,558.2,8461.8,488.0,96.9,Online
2025-07-03,Block A,Bravo,B-02,1881.6,539.5,7117.1,654.5,98.7,Online
2025-10-18,Block A,Alpha,A-03,2174.3,623.4,8543.6,701.3,97.2,Online
2025-10-27,Block A,Alpha,A-02,2067.0,592.6,8269.7,641.2,97.6,Online
2025-11-08,Block A,Alpha,A-04,1816.9,520.9,7832.9,466.4,96.9,Online
2025-03-19,Tuna,Tuna-FPSO,T-02,236.7,118.3,949.3,73.0,93.2,Online
2025-02-08,Block A,Bravo,B-03,1950.0,559.1,8314.4,516.5,97.7,Online
2025-06-22,Block A,Bravo,B-01,667.4,191.3,2898.9,167.6,37.9,Online
2025-07-31,Tuna,Tuna-FPSO,T-01,283.6,141.8,1166.4,82.5,97.1,Online
2025-06-22,Block A,Bravo,B-02,611.7,175.4,2517.4,177.7,25.7,Online
2025-06-19,Tuna,Tuna-FPSO,T-01,242.3,121.2,1010.5,68.1,96.1,Online
2025-01-20,Block A,Alpha,A-02,1964.6,563.3,7905.8,601.5,97.6,Online
2025-07-19,Tuna,Tuna-FPSO,T-02,248.7,124.3,1000.3,76.2,97.7,Online
2025-08-21,Block A,Alpha,A-03,2037.1,584.0,8026.6,653.2,98.6,Online
2025-09-05,Tuna,Tuna-FPSO,T-03,231.3,115.7,975.8,63.1,98.5,Online
2025-04-08,Block A,Alpha,A-02,1997.1,572.6,7988.7,619.7,96.0,Online
2025-03-27,Tuna,Tuna-FPSO,T-01,241.0,120.5,915.0,83.2,98.8,Online
2025-01-10,Block A,Bravo,B-02,1770.3,507.5,6991.6,564.9,95.3,Online
2025-11-08,Tuna,Tuna-FPSO,T-03,235.1,117.5,900.2,79.9,96.5,Online
2025-08-03,Block A,Alpha,A-03,2087.3,598.4,8354.4,646.9,94.2,Online
2025-01-06,Block A,Alpha,A-03,1948.2,558.5,7644.4,630.2,98.3,Online
2025-06-16,Block A,Alpha,A-03,644.8,184.9,2609.5,194.9,22.6,Online
2025-01-13,Block A,Bravo,B-03,1754.1,502.9,6751.0,590.1,95.7,Online
2025-10-19,Block A,Alpha,A-03,1862.3,533.9,7667.3,540.3,96.2,Online
2025-04-21,Block A,Bravo,B-01,2199.5,630.6,9348.7,587.7,93.0,Online
2025-01-03,Block A,Alpha,A-04,1829.5,524.5,6964.6,628.7,95.1,Online
2025-12-02,Tuna,Tuna-FPSO,T-01,230.8,115.4,901.0,75.5,96.9,Online
2025-10-29,Tuna,Tuna-FPSO,T-02,301.4,150.7,1161.5,101.1,96.3,Online
2025-04-14,Tuna,Tuna-FPSO,T-02,270.4,135.2,1058.3,87.9,92.7,Online
2025-04-01,Block A,Alpha,A-02,2036.9,584.0,8838.5,513.0,97.2,Online
2025-08-15,Tuna,Tuna-FPSO,T-03,242.6,121.3,1029.1,65.2,92.1,Online
2025-07-10,Tuna,Tuna-FPSO,T-02,263.2,131.6,1025.3,86.4,97.6,Online
2025-11-11,Tuna,Tuna-FPSO,T-02,226.4,113.2,935.7,65.1,99.0,Online
2025-07-03,Block A,Bravo,B-03,1882.7,539.8,7837.5,531.4,95.0,Online
2025-04-17,Tuna,Tuna-FPSO,T-02,294.2,147.1,1174.2,91.8,94.3,Online
2025-03-14,Tuna,Tuna-FPSO,T-03,249.8,124.9,986.5,79.7,95.9,Online
2025-12-28,Tuna,Tuna-FPSO,T-03,227.9,114.0,915.0,70.1,97.1,Online
2025-09-05,Block A,Alpha,A-02,1887.6,541.2,7953.5,516.3,93.1,Online
2025-09-03,Block A,Bravo,B-01,1989.8,570.5,8642.8,499.7,96.6,Online
2025-02-02,Tuna,Tuna-FPSO,T-03,244.5,122.2,936.1,83.1,98.2,Online
2025-07-22,Block A,Bravo,B-02,2083.4,597.3,8827.2,561.5,98.8,Online
2025-04-20,Block A,Bravo,B-02,2175.1,623.6,8721.0,671.5,98.8,Online
2025-03-04,Block A,Alpha,A-03,1687.2,483.7,7302.9,428.1,98.3,Online
2025-11-12,Block A,Alpha,A-01,1794.8,514.6,6974.1,592.4,98.0,Online
2025-10-07,Tuna,Tuna-FPSO,T-03,275.0,137.5,1105.1,84.5,93.0,Online
2025-04-22,Tuna,Tuna-FPSO,T-03,264.0,132.0,1015.9,88.8,99.2,Online
2025-09-20,Block A,Bravo,B-03,2050.6,587.9,8030.5,666.0,94.5,Online
2025-11-27,Block A,Bravo,B-02,1790.1,513.2,7129.4,560.9,97.6,Online
2025-09-03,Block A,Bravo,B-03,1809.1,518.7,7674.2,486.0,98.5,Online
2025-10-04,Tuna,Tuna-FPSO,T-01,247.2,123.6,1073.2,62.2,95.0,Online
2025-01-07,Block A,Alpha,A-03,1761.0,504.9,6961.9,560.7,98.0,Online
2025-12-10,Tuna,Tuna-FPSO,T-03,247.8,123.9,994.5,76.3,94.6,Online
2025-05-16,Block A,Bravo,B-01,1894.6,543.2,7513.4,599.2,97.5,Online
2025-03-01,Block A,Alpha,A-04,1785.7,512.0,7179.7,547.8,92.2,Online
2025-05-01,Block A,Alpha,A-04,2259.0,647.7,8875.2,728.8,98.2,Online
2025-05-09,Block A,Alpha,A-02,2030.3,582.1,7897.5,668.7,94.8,Online
2025-12-07,Block A,Alpha,A-04,1789.0,512.9,7134.6,558.9,95.0,Online
2025-04-21,Block A,Alpha,A-01,1927.7,552.7,7649.7,608.8,94.5,Online
2025-06-21,Block A,Alpha,A-03,633.8,181.7,2632.2,180.0,25.9,Online
2025-05-30,Block A,Bravo,B-03,2161.4,619.7,8935.7,620.8,95.8,Online
2025-01-05,Block A,Bravo,B-02,1909.8,547.5,8290.1,480.5,92.8,Online
2025-09-29,Block A,Alpha,A-02,1962.6,562.7,8505.9,496.1,98.0,Online
2025-07-04,Block A,Bravo,B-01,2023.6,580.2,8653.4,531.6,98.8,Online
2025-11-11,Tuna,Tuna-FPSO,T-03,256.8,128.4,1085.2,69.7,92.8,Online
2025-01-31,Block A,Alpha,A-01,1773.0,508.3,7289.8,516.1,96.2,Online
2025-09-26,Block A,Bravo,B-01,2092.7,600.0,8576.7,614.0,95.7,Online
2025-12-20,Block A,Alpha,A-03,1880.5,539.1,7719.2,549.6,97.5,Online
2025-06-09,Tuna,Tuna-FPSO,T-01,252.0,126.0,1036.2,73.3,95.9,Online
2025-07-01,Block A,Alpha,A-03,2084.4,597.6,7871.0,727.3,95.1,Online
2025-04-14,Block A,Alpha,A-04,2093.2,600.1,9064.2,530.4,96.5,Online
2025-05-02,Tuna,Tuna-FPSO,T-03,253.6,126.8,1077.8,67.8,95.7,Online
2025-04-16,Block A,Alpha,A-01,1958.0,561.4,8161.1,550.9,93.4,Online
2025-12-03,Block A,Bravo,B-01,1607.1,460.8,6281.3,524.1,94.5,Online
2025-09-23,Tuna,Tuna-FPSO,T-01,259.5,129.8,1035.1,81.0,95.1,Online
2025-06-03,Tuna,Tuna-FPSO,T-01,277.8,138.9,1204.9,70.1,92.5,Online
2025-05-24,Tuna,Tuna-FPSO,T-01,289.7,144.8,1104.0,99.3,99.1,Online
2025-05-21,Block A,Alpha,A-02,1976.0,566.5,8466.0,516.3,95.3,Online
2025-08-21,Block A,Alpha,A-04,2217.8,635.8,8814.2,698.1,92.2,Online
2025-02-18,Block A,Alpha,A-02,1698.7,487.0,7199.1,457.5,97.8,Online
2025-08-14,Tuna,Tuna-FPSO,T-01,275.7,137.8,1065.7,92.0,94.8,Online
2025-06-13,Block A,Bravo,B-03,598.4,171.6,2560.3,157.0,35.2,Online
2025-04-22,Tuna,Tuna-FPSO,T-01,243.0,121.5,1054.5,61.2,98.3,Online
2025-06-24,Block A,Alpha,A-01,634.7,182.0,2546.5,195.6,31.3,Online
2025-12-04,Block A,Alpha,A-04,1676.5,480.7,6544.9,548.1,96.8,Online
2025-09-09,Block A,Alpha,A-02,1739.6,498.7,7365.1,469.8,99.6,Online
2025-05-09,Block A,Bravo,B-02,1749.7,501.6,7029.2,537.8,93.4,Online
2025-07-07,Block A,Bravo,B-03,2272.5,651.5,8836.5,749.0,95.1,Online
2025-10-10,Tuna,Tuna-FPSO,T-02,243.8,121.9,951.3,79.8,96.7,Online
2025-05-10,Block A,Alpha,A-02,1886.1,540.7,7355.4,617.9,98.9,Online
2025-01-06,Block A,Bravo,B-03,1740.2,498.9,7068.1,521.6,98.8,Online
2025-05-16,Block A,Alpha,A-01,1849.6,530.3,7957.5,477.6,97.1,Online
2025-08-27,Block A,Alpha,A-01,1896.8,543.8,7271.3,643.1,98.6,Online
2025-11-28,Block A,Bravo,B-01,1796.2,515.0,6783.3,626.7,92.5,Online
2025-11-02,Tuna,Tuna-FPSO,T-02,230.8,115.4,997.3,58.9,99.1,Online
2025-06-22,Block A,Alpha,A-03,559.0,160.3,2310.7,160.6,21.0,Online
2025-01-12,Block A,Alpha,A-03,1884.0,540.1,8083.1,490.4,97.9,Online
2025-07-24,Block A,Alpha,A-04,1925.3,552.0,7857.4,570.6,98.5,Online
2025-08-25,Tuna,Tuna-FPSO,T-03,263.3,131.7,1000.8,90.8,92.3,Online
2025-10-28,Block A,Bravo,B-03,2273.5,651.8,8896.7,739.6,96.3,Online
2025-02-05,Block A,Alpha,A-02,1652.0,473.6,7095.3,428.7,96.8,Online
2025-06-22,Tuna,Tuna-FPSO,T-03,233.1,116.5,998.9,60.9,95.8,Online
2025-04-21,Tuna,Tuna-FPSO,T-01,293.0,146.5,1185.0,88.7,97.5,Online
2025-10-09,Tuna,Tuna-FPSO,T-02,282.6,141.3,1123.8,88.8,95.7,Online
2025-06-17,Tuna,Tuna-FPSO,T-02,239.8,119.9,1001.8,67.1,99.7,Online
2025-04-05,Block A,Alpha,A-04,2098.2,601.6,7998.6,719.1,99.4,Online
2025-07-29,Block A,Alpha,A-02,1925.7,552.1,7386.4,652.2,99.3,Online
2025-10-06,Block A,Alpha,A-02,2032.9,582.8,8434.1,578.7,99.8,Online
2025-04-06,Block A,Bravo,B-03,1788.7,512.8,6845.3,608.5,97.8,Online
2025-08-25,Block A,Alpha,A-01,1851.5,530.8,7156.5,617.6,94.5,Online
2025-07-30,Block A,Alpha,A-02,1899.6,544.6,7633.4,583.5,93.5,Online
2025-10-02,Block A,Bravo,B-03,1896.7,543.8,8219.7,479.5,97.5,Online
2025-05-16,Block A,Alpha,A-03,1875.4,537.7,7177.2,638.0,97.2,Online
2025-12-16,Block A,Alpha,A-03,1911.0,547.9,7543.9,610.3,96.8,Online
2025-03-30,Block A,Alpha,A-03,1728.7,495.6,7078.8,508.2,97.0,Online
2025-06-30,Tuna,Tuna-FPSO,T-03,274.6,137.3,1083.3,87.8,97.0,Online
2025-11-25,Block A,Alpha,A-04,1851.0,530.7,7300.6,592.3,95.1,Online
2025-02-24,Block A,Alpha,A-01,1728.8,495.6,6560.2,597.7,93.7,Online
2025-10-25,Block A,Alpha,A-02,0,0,0,0,96.7,Online
2025-09-10,Block A,Alpha,A-01,1919.2,550.2,7937.0,550.7,93.2,Online
2025-12-10,Tuna,Tuna-FPSO,T-01,258.1,129.1,1005.8,84.7,99.6,Online
2025-01-14,Tuna,Tuna-FPSO,T-01,224.9,112.5,938.0,63.2,97.0,Online
2025-01-04,Block A,Alpha,A-01,1867.1,535.3,7882.2,508.1,96.2,Online
2025-06-15,Block A,Alpha,A-03,587.1,168.3,2232.3,202.2,39.0,Online
2025-11-26,Tuna,Tuna-FPSO,T-01,231.9,116.0,968.2,65.0,95.9,Online
2025-10-21,Tuna,Tuna-FPSO,T-01,290.6,145.3,1109.5,99.3,98.9,Online
2025-01-24,Block A,Alpha,A-04,1607.5,460.9,6563.2,475.9,99.8,Online
2025-11-22,Tuna,Tuna-FPSO,T-02,259.7,129.8,1086.9,72.3,97.9,Online
2025-09-10,Tuna,Tuna-FPSO,T-02,256.9,128.4,1017.2,81.5,98.3,Online
30/04/2025,Block A,Alpha,A-04,1863.9,534.4,7440.1,581.1,99.7,Online
2025-03-01,Block A,Alpha,A-03,1978.1,567.1,7723.4,646.5,95.2,Online
2025-05-02,Tuna,Tuna-FPSO,T-02,274.1,137.1,1041.2,94.6,94.3,Online
2025-11-29,Block A,Bravo,B-02,1954.9,560.5,8218.8,537.9,93.0,Online
2025-11-12,Block A,Bravo,B-02,1969.2,564.6,7493.9,677.2,93.5,Online
2025-10-26,Block A,Bravo,B-03,2005.5,575.0,8304.5,573.7,94.5,Online
2025-05-22,Block A,Alpha,A-01,1865.7,534.9,7758.9,528.0,92.3,Online
2025-10-17,Block A,Bravo,B-03,2121.9,608.3,8389.5,675.4,93.5,Online
2025-02-13,Block A,Alpha,A-02,1959.1,561.7,8042.2,572.5,97.8,Online
2025-12-29,Tuna,Tuna-FPSO,T-03,224.2,112.1,932.1,63.5,96.3,Online
2025-07-23,Block A,Bravo,B-02,2050.8,588.0,8677.5,554.7,97.3,Online
2025-03-08,Block A,Alpha,A-01,1557.8,446.6,6586.0,422.3,96.1,Online
2025-10-05,Block A,Alpha,A-03,2162.8,620.1,8275.4,736.0,93.7,Online
2025-09-04,Tuna,Tuna-FPSO,T-02,299.9,149.9,1217.6,90.0,95.2,Online
2025-08-06,Block A,Alpha,A-04,2137.1,612.7,8232.7,717.7,99.3,Online
2025-08-26,Block A,Bravo,B-02,1917.7,549.8,8238.2,497.3,93.9,Online
2025-12-05,Block A,Bravo,B-01,1680.0,481.7,6840.8,500.6,93.9,Online
2025-10-02,Block A,Alpha,A-01,1920.3,550.6,7648.4,601.6,99.1,Online
2025-08-04,Block A,Alpha,A-02,2099.1,601.8,8410.8,649.0,96.9,Online
2025-04-09,Block A,Alpha,A-03,2088.3,598.7,8300.3,657.2,98.9,Online
2025-07-11,Block A,Bravo,B-03,1989.8,570.5,7720.3,658.7,93.7,Online
2025-01-11,Block A,Alpha,A-01,1686.0,483.4,6818.9,510.3,99.2,Online
2025-02-28,Tuna,Tuna-FPSO,T-01,221.8,110.9,894.8,67.5,93.7,Online
2025-04-10,Block A,Alpha,A-04,2252.7,645.8,8715.5,750.0,98.6,Online
2025-02-14,Block A,Alpha,A-03,1685.3,483.2,6556.2,554.9,97.6,Online
2025-08-03,Block A,Alpha,A-04,1805.1,517.5,7033.3,592.5,97.6,Online
2025-01-21,Block A,Alpha,A-04,1806.4,517.9,7409.2,529.0,93.9,Online
2025-07-18,Block A,Bravo,B-01,2070.4,593.6,8676.3,574.5,99.1,Online
2025-12-28,Block A,Alpha,A-01,1746.2,500.6,7390.0,472.1,93.0,Online
2025-03-26,Block A,Alpha,A-02,1660.8,476.2,7105.6,435.7,94.0,Online
2025-01-21,Tuna,Tuna-FPSO,T-03,227.3,113.7,918.8,68.9,99.8,Online
2025-03-01,Tuna,Tuna-FPSO,T-03,234.9,117.5,1000.8,62.4,96.9,Online
2025-06-03,Block A,Bravo,B-02,1840.5,527.7,7406.3,563.6,97.3,Online
2025-11-05,Tuna,Tuna-FPSO,T-01,239.2,119.6,987.6,68.9,93.4,Online
2025-10-11,Tuna,Tuna-FPSO,T-03,256.7,128.3,1112.8,64.8,95.8,Online
2025-03-20,Block A,Alpha,A-03,1653.3,474.0,6497.0,533.1,93.2,Online
2025-07-27,Block A,Alpha,A-04,1736.6,497.9,7064.3,518.6,93.2,Online
2025-11-18,Block A,Bravo,B-02,1833.1,525.5,7349.5,565.9,98.0,Online
2025-10-02,Block A,Alpha,A-04,1836.7,526.6,7601.9,526.0,96.8,Online
2025-07-29,Block A,Alpha,A-04,1878.9,538.7,7315.6,617.6,97.9,Online
2025-03-31,Tuna,Tuna-FPSO,T-03,263.1,131.6,1100.5,73.4,99.5,Online
2025-05-01,Tuna,Tuna-FPSO,T-02,275.6,137.8,1061.0,92.7,93.5,Online
2025-10-24,Block A,Alpha,A-04,2060.7,590.8,8202.2,646.5,99.0,Online
2025-02-10,Block A,Bravo,B-03,1563.7,448.3,6293.8,478.6,95.9,Online
2025-09-03,Block A,Alpha,A-02,2018.4,578.7,7684.7,693.4,96.9,Online
2025-09-12,Block A,Alpha,A-01,1996.8,572.5,8055.8,607.9,98.0,Online
2025-12-24,Tuna,Tuna-FPSO,T-03,248.4,124.2,1013.2,73.7,95.9,Online
2025-08-04,Block A,Bravo,B-03,2129.7,610.6,8709.4,628.1,98.5,Online
2025-07-28,Block A,Alpha,A-04,2094.1,600.4,8477.3,632.5,96.1,Online
2025-10-30,Block A,Alpha,A-04,1994.1,571.7,8090.2,599.2,93.0,Online
2025-09-15,Block A,Bravo,B-02,2277.3,652.9,9551.8,630.4,92.9,Online
2025-12-22,Block A,Alpha,A-03,1903.8,545.8,7811.8,556.9,97.2,Online
2025-03-22,Tuna,Tuna-FPSO,T-02,216.2,108.1,823.1,74.3,99.9,Online
2025-11-29,Tuna,Tuna-FPSO,T-02,244.0,122.0,924.3,84.6,92.5,Online
2025-07-10,Block A,Alpha,A-04,1824.5,523.1,7458.7,538.5,93.9,Online
2025-04-12,Tuna,Tuna-FPSO,T-01,253.7,126.8,1098.4,64.3,92.0,Online
2025-06-18,Block A,Alpha,A-03,578.0,165.7,2342.5,174.1,31.8,Online
2025-05-03,Block A,Bravo,B-01,2103.9,603.2,8178.1,693.9,95.6,Online
2025-06-20,Block A,Alpha,A-01,640.9,183.7,2768.4,163.6,20.8,Online
2025-05-13,Block A,Bravo,B-01,1960.4,562.0,7961.2,587.8,95.3,Online
2025-03-02,Tuna,Tuna-FPSO,T-03,207.4,103.7,873.4,56.8,94.3,Online
2025-05-01,Tuna,Tuna-FPSO,T-01,272.3,136.2,1139.0,75.9,95.0,Online
2025-09-05,Block A,Alpha,A-01,1984.7,569.0,7516.8,688.7,94.7,Online
2025-01-08,Tuna,Tuna-FPSO,T-01,265.8,132.9,1140.6,69.1,93.7,Online
2025-10-13,Tuna,Tuna-FPSO,T-02,262.7,131.3,1095.2,73.9,99.3,Online
2025-05-05,Block A,Bravo,B-03,2084.9,597.7,7992.2,706.9,97.8,Online
2025-05-06,Block A,Alpha,A-01,1950.1,559.1,7939.7,581.2,97.1,Online
2025-12-24,Tuna,Tuna-FPSO,T-01,,127.8,1016.5,80.3,95.0,Online
2025-01-09,Block A,Bravo,B-03,1894.3,543.1,8203.8,479.8,94.2,Online
2025-09-24,Block A,Alpha,A-02,2113.5,605.9,8808.0,594.9,96.5,Online
2025-06-10,Block A,Bravo,B-03,641.4,183.9,2745.3,168.1,28.1,Online
2025-10-15,Block A,Alpha,A-02,1816.7,520.8,7405.7,539.9,99.3,Online
2025-01-14,Block A,Bravo,B-01,1770.7,507.7,7443.7,487.3,92.9,Online
2025-09-20,Block A,Bravo,B-02,2012.6,577.0,8431.5,558.9,96.5,Online
2025-07-25,Block A,Alpha,A-02,2135.0,612.1,8692.2,636.3,98.3,Online
2025-10-06,Block A,Bravo,B-03,2140.7,613.7,8755.9,631.1,98.9,Online
2025-12-26,Tuna,Tuna-FPSO,T-03,247.1,123.5,1051.0,65.9,93.3,Online
2025-01-01,Block A,Bravo,B-03,1829.6,524.5,6996.0,623.4,92.8,Online
2025-04-28,Block A,Bravo,B-02,1751.2,502.1,7565.9,446.7,99.4,Online
2025-02-25,Block A,Alpha,A-03,1894.9,543.3,7238.0,647.0,96.9,Online
2025-09-19,Block A,Bravo,B-02,1945.2,557.7,7698.6,617.8,96.1,Online
2025-05-10,Block A,Alpha,A-03,2190.5,628.0,8756.3,680.8,97.6,Online
2025-05-25,Tuna,Tuna-FPSO,T-02,267.7,133.8,1028.3,90.4,97.7,Online
2025-06-25,Tuna,Tuna-FPSO,T-01,249.3,124.7,986.1,79.3,95.3,Online
2025-08-10,Block A,Alpha,A-02,2073.5,594.5,8829.4,551.2,98.5,Online
2025-06-05,Block A,Alpha,A-01,2150.9,616.7,8587.5,670.3,94.5,Online
2025-08-04,Tuna,Tuna-FPSO,T-03,284.3,142.2,1087.3,96.8,93.5,Online
2025-05-27,Block A,Bravo,B-01,2106.4,603.9,8128.6,704.9,93.9,Online
2025-06-18,Block A,Alpha,A-01,644.5,184.8,2448.8,222.3,32.6,Online
2025-01-14,Tuna,Tuna-FPSO,T-03,252.1,126.0,1064.9,68.5,94.8,Online
2025-04-24,Block A,Alpha,A-01,1951.1,559.4,7904.9,588.2,92.8,Online
2025-07-12,Tuna,Tuna-FPSO,T-02,264.7,132.3,1092.5,76.3,99.2,Online
2025-11-28,Tuna,Tuna-FPSO,T-03,255.8,127.9,986.0,85.8,93.0,Online
2025-11-16,Block A,Alpha,A-04,1895.8,543.5,7236.6,648.1,95.9,Online
2025-08-16,Block A,Alpha,A-03,2017.8,578.5,8502.5,551.9,92.9,Online
2025-04-30,Tuna,Tuna-FPSO,T-03,279.5,139.8,1202.4,72.2,94.5,Online
2025-09-12,Tuna,Tuna-FPSO,T-01,290.1,145.1,1190.6,84.8,97.1,Online
2025-12-27,Block A,Bravo,B-01,1951.0,559.4,8024.8,567.4,99.7,Online
2025-12-05,Tuna,Tuna-FPSO,T-01,271.7,135.8,1061.5,88.7,98.5,Online
2025-01-05,Block A,Alpha,A-01,1759.1,504.3,6865.4,575.4,99.2,Online
2025-01-08,Block A,Bravo,B-03,1600.7,458.9,6320.8,510.9,99.2,Online
2025-02-21,Block A,Bravo,B-03,1687.4,483.8,6863.4,504.1,96.0,Online
2025-07-07,Block A,Alpha,A-02,1883.8,540.1,7987.4,506.7,98.7,Online
2025-01-26,Block A,Bravo,B-01,1747.5,501.0,6657.6,599.6,98.1,Online
2025-10-24,Block A,Bravo,B-02,2175.7,623.8,8556.0,700.5,97.8,Online
2025-05-17,Block A,Bravo,B-02,2007.2,575.5,7954.4,635.7,92.5,Online
2025-04-10,Block A,Bravo,B-01,2139.2,613.3,9082.7,,93.5,Online
2025-11-26,Block A,Bravo,B-03,1798.3,515.6,7744.4,463.1,97.2,Online
2025-09-28,Block A,Bravo,B-02,2021.5,579.6,8131.0,619.6,95.2,Online
2025-01-11,Block A,Alpha,A-04,1733.5,497.0,6735.5,572.2,92.2,Online
2025-11-30,Block A,Bravo,B-02,1714.6,491.6,6804.6,541.4,96.1,Online
2025-06-12,Tuna,Tuna-FPSO,T-02,283.2,141.6,1184.0,79.1,97.9,Online
2025-11-19,Tuna,Tuna-FPSO,T-01,261.0,130.5,1096.6,71.9,94.3,Online
2025-06-04,Block A,Bravo,B-03,1977.6,567.0,7566.0,673.1,92.6,Online
2025-01-06,Block A,Alpha,A-02,1694.2,485.7,6781.2,525.0,92.5,Online
2025-05-01,Block A,Bravo,B-03,1980.1,567.7,8255.3,556.8,95.8,Online
2025-05-09,Block A,Alpha,A-04,1781.8,510.8,7351.2,514.4,94.7,Online
2025-12-21,Block A,Alpha,A-04,1961.6,562.4,7608.6,649.8,96.4,Online
2025-07-17,Block A,Bravo,B-03,1893.6,542.9,7782.1,551.9,95.8,Online
2025-03-05,Block A,Bravo,B-03,1779.0,510.0,7417.3,500.1,93.1,Online
2025-01-21,Block A,Bravo,B-02,1819.9,521.8,7561.6,516.2,98.6,Online
2025-12-11,Block A,Bravo,B-01,1963.2,562.8,8071.3,571.6,95.2,Online
2025-03-26,Tuna,Tuna-FPSO,T-03,234.8,117.4,912.7,77.4,97.6,Online
2025-03-24,Block A,Bravo,B-02,1623.9,465.6,6507.5,501.9,96.6,Online
2025-02-24,Block A,Bravo,B-01,1909.1,547.3,7986.5,532.1,95.2,Online
2025-07-20,Block A,Bravo,B-03,1764.5,505.9,6743.4,601.8,97.9,Online
2025-01-12,Tuna,Tuna-FPSO,T-01,224.1,112.0,897.8,69.3,96.3,Online
2025-09-21,Block A,Alpha,A-04,1909.1,547.3,8273.5,482.6,92.3,Online
2025-01-04,Tuna,Tuna-FPSO,T-02,239.2,119.6,918.6,80.8,93.8,Online
2025-10-19,Block A,Alpha,A-01,1883.1,539.9,7954.8,511.6,94.7,Online
2025-06-24,Tuna,Tuna-FPSO,T-02,251.9,126.0,1019.2,76.2,99.2,Online
2025-05-24,Block A,Alpha,A-03,1990.7,570.7,8601.7,507.6,93.1,Online
2025-12-22,Block A,Bravo,B-02,1808.2,518.4,7248.1,558.5,97.3,Online
2025-09-06,Block A,Alpha,A-03,1956.9,561.0,7533.9,658.0,95.5,Online
2025-11-26,Tuna,Tuna-FPSO,T-02,240.4,120.2,929.0,80.2,94.3,Online
2025-09-06,Block A,Alpha,A-02,1830.4,524.8,7713.5,500.5,97.6,Online
2025-01-14,Block A,Alpha,A-02,1923.4,551.4,8310.6,490.5,93.6,Online
2025-10-09,Block A,Bravo,B-01,1993.6,571.6,7948.7,623.1,98.9,Online
2025-03-14,Block A,Alpha,A-04,1745.9,500.5,7408.6,468.5,99.3,Online
2025-12-01,Block A,Bravo,B-02,1787.8,512.6,7255.3,536.9,94.0,Online
2025-10-30,Tuna,Tuna-FPSO,T-02,284.6,142.3,1177.4,81.6,94.7,Online
2025-06-18,Block A,Bravo,B-02,591.9,169.7,2401.3,177.9,26.9,Online
2025-09-08,Block A,Alpha,A-03,1818.6,521.4,7310.8,558.1,92.4,Online
2025-03-22,Block A,Bravo,B-03,1637.9,469.6,6660.8,489.5,97.3,Online
2025-07-02,Block A,Alpha,A-02,1916.9,549.6,7235.7,669.4,96.7,Online
2025-12-11,Block A,Alpha,A-01,1600.4,458.8,6480.1,483.1,99.4,Online
2025-06-21,Block A,Bravo,B-03,633.2,181.5,2713.2,165.4,28.1,Online
2025-02-22,Block A,Alpha,A-01,1785.9,512.0,6890.7,597.8,94.6,Online
2025-07-08,Tuna,Tuna-FPSO,T-02,249.9,125.0,1059.2,67.3,96.2,Online
2025-04-01,Block A,Alpha,A-01,1905.3,546.2,7872.7,547.9,94.3,Online
2025-07-12,Block A,Alpha,A-03,2204.2,631.9,9397.1,584.0,93.4,Online
2025-07-08,Block A,Alpha,A-04,1781.0,510.6,7268.5,527.8,95.8,Online
2025-09-30,Tuna,Tuna-FPSO,T-03,267.1,133.6,1136.2,71.2,95.7,Online
2025-11-24,Block A,Bravo,B-03,1811.1,519.2,7704.3,482.8,99.2,Online
2025-03-06,Block A,Alpha,A-02,1663.5,476.9,,544.6,97.4,Online
2025-06-14,Tuna,Tuna-FPSO,T-02,235.9,118.0,1003.0,63.0,97.3,Online
2025-03-24,Block A,Alpha,A-01,1857.6,532.6,7334.0,593.1,98.3,Online
2025-08-18,Block A,Bravo,B-02,2063.6,591.6,7813.1,716.5,97.7,Online
2025-12-23,Tuna,Tuna-FPSO,T-03,230.4,115.2,877.0,79.2,99.7,Online
